job_title,job_company,job_location,job_summary
Data Engineering Manager,Motive,Lahore,Building out the team with senior data engineers.Building designs and helping architect our data infrastructure.2+ years of managing a team.
Sr. iOS Developer,ENTERTAINER FZ LLC,Lahore,"Minimum 4 years bachelor’s degree in computer science.You must have good object-oriented programming, data structures and databases concepts."
Sr. Database Engineer,Future Technologies,Karachi,Writing new support programs and scripts to increase data storage capacity.Sound knowledge of best practices in database engineering and data security.
Software Engineer - iOS,Global Rescue,Islamabad,"This position requiring the incumbent to have the necessary experience, in addition to relevant qualification."
Network Security Engineer,INTECH Process Automation,Lahore,"Experience in management of Anti-Virus, preferably Kaspersky; Access Control System; Servers (File Servers, SharePoint, Project Servers, Dynamics Servers);…"
IOT Engineer,Avanceon MEA,Lahore,"Broad knowledge of Azure and IoT architectures, from devices to cloud (Devices, Gateways, Connectivity, Cloud, Analytics and Visualization)."
Software Engineer (Interfaces),Contour Software,Lahore,"Bachelors or master's degree in computer science or related disciplines.Strong experience in working with data in a relational database, including both…"
Front Desk Officer,10Pearls,Islamabad+1 location,"10Pearls is proud to have a diverse clientele including large enterprises, SMBs and high growth startups.Females with prior work experience in IT Industry will…"
Senior Executive - Billing & Reporting,10Pearls,Karachi,"Maintaining data of billing, active contract and SOW.10Pearls is proud to have a diverse clientele including large enterprises, SMBs and high growth startups."
Session Lead (External Contractor) - Product Manager Nanodeg...,Udacity,Islamabad,The connection between the Session Lead and the students is key in the satisfaction and engagement of this program.Udacity Graduate is a Plus.
Senior Java Developer,Contour Software,Lahore,Client is part of Constellation Software Inc. (CSI) group of companies publicly traded on the Toronto Stock Exchange under the ticker symbol 'CSU'.
Software Engineer - Golang VoIP,CEQUENS,Pakistan,Hacking opensource software and able to build above.Design/Implement voice enabling software components.Performance evaluation and benchmarking of different…
Trainee Technical Consultant,Contour Software,Karachi,"Assist in data collection, data population and data validation.Support and assist in configuring and modeling customer data in POMS product databases."
Senior Software Consultant (.NET),Avanza Solutions,Karachi,Education : Bachelor’s Degree (Computer Science).Solid experience in SAP Crystal Reports.Design and implement moderately complex software solutions using an…
Director Software Services,10Pearls,Lahore,"10Pearls is proud to have a diverse clientele including large enterprises, SMBs and high growth startups.Lead and manage software delivery function through all…"
Senior Associate- Product Usability and Experience,foodpanda Pakistan,Karachi,Bachelor's Degree in computer science/computer engineering with a bias towards Human Centered Design principles.
Sr. iOS Developer,DynamoLogic Solutions,Islamabad,"Experience working with remote data via REST and JSON.IOS App Developer – Full Time (Hybrid)*.If you think you can take charge, solve problems, write robust &…"
Oracle Database Administrator - Pakistan,Mobiz,Karachi,Degree in computer science an asset.Strong problem-solving skills; preventing data loss and mitigating database issues is critical to maintaining SLA's.
Enterprise Sales Executive,VIDIZMO LLC,Karachi,"Update Hubspot with accurate data in real-time.Identify new business opportunities via outbound calls, emails, and prospecting."
Back-End Developer - Senior/Mid Level,eCore Services,Islamabad,"Computer science degree or equivalent experience.Excellent foundation in computer science, algorithms, and web design.Bonus points if you have:"
Lead Mern Stack Developer (Remote),Smart Placement (Pvt) Ltd,Lahore,"Bachelor’s or higher degree in Computer Science, Information Technology, or a similar field.3-6 years of experience of MERN (Nodejs & ReactJS)-stack…"
Android Developer,Loop,Lahore+1 location,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…
Senior React Developer,ONE Technology Services,Karachi,Knowledge of data structures libraries like Immutable.js.Your primary focus will be on developing user interface components and implementing those following…
SQA Engineer,Enlyst smart recruiting,Karachi,Our mission is to collaborate with the innovative minds in data science and analytical companies to reduce the time to.Good to have Swagger knowledge.
Back-End Developer,NexDegree,Karachi,"Implement security and data protection solutions.Responsibilities include writing and testing code, debugging programs and integrating applications with third…"
Senior Software Test Engineer - Automation,Confiz,Lahore,"Bachelor’s degree in computer science, software engineering, or a similar field.Select and develop appropriate test automation tools, applying the latest…"
Junior Delphi Developer,Contour Software,Lahore,"Daily responsibilities include but are not limited to performing troubleshooting and analysis for existing system bugs reported by the support team, testing the…"
Junior Support Developer,Contour Software,Lahore,QMS Clinical System (QCS) provides the dialysis facility the ability to access essential clinical data and is seamlessly integrated with QMS Focus to complete…
Sr. Software Engineer (.NET & MS Dynamics CRM),Emplois Career,Lahore,_Bachelor’s Degree in computer science or related field with 5+ years’ experience in a similar role_._Participate in design and requirements analysis sessions_…
"Azure Cloud Solutions Architect - On-Site, Karachi",Mobiz,Karachi,"Analyze requirements, develop architecture / design artifacts, articulate the approach, and execute application and data migrations from on-premises data…"
Account Executive,Septem Systems,Lahore,"Septem Systems is seeking to hire Account Executive with hands on experience in using Quickbooks, creating reports, managing the tax compliance, generating…"
Mobile Developer,Contour Software,Lahore,"Experience working with remote data via REST and JSON.Good knowledge of Computer Science concepts including software design architectures, design patterns,…"
SENIOR VMWARE ENGINEER,DMK Consultancy,Karachi,An accomplished VMware engineer will be someone whose expertise results in the successful integration of VMware products across multiple data centers.
Senior NOC Technician (Pakistan),HAUD Systems,Islamabad,Compilation of data on respective alarms prior escalating such alarms as per severities with the relevant teams.Respond to Customer’s requests and inquiries.
Community & Outreach Specialist,10Pearls,Lahore,"Bachelor’s Degree, in media sciences, marketing, social sciences, event management or a related field from a well-reputed local or foreign university."
SQL DBA,DMK Consultancy,Karachi,Promote security and best-practices related to data privacy for all cloud-based data sources.Degree in computer science an asset.
Solutions Sales Professional,VIDIZMO LLC,Karachi,"Update CRM/Hubspot to produce accurate data in real-time.Currently, we are looking for highly motivated 'Solutions Sales Professionals' who are eager to drive…"
"Sr. Software Engineer, Server Side Java",Stafona,Islamabad,"Excellent grasp of software design paradigms, algorithms, and data structures.Develop tools, libraries and methodologies to accelerate development and support…"
Network Security Engineer (Linux platform),ENTERTAINER FZ LLC,Lahore,"Implements data and network security through firewalls, UTM, IPS/IDS, ACS and VPN technologies.Being a key part of SOC Team, Network Security Engineer…"
Full Stack Developer,Delve Health,Lahore,Work on core data structures and algorithms and implement them using technology chosen.1+ years of experience with fundamental software engineering and…
Lead Appian Developer,Enterprise64,Karachi,"You will be interacting with customers daily as part of their internal design and development team to help solve their challenging business problems, create…"
IOS Developer,Intelligent Brain Solution,Pakistan,We are looking for an iOS developer responsible for the development and maintenance of applications aimed at a range of iOS devices including mobile phones and…
Specialist-Customer Value & Experience Management,foodpanda Pakistan,Karachi,"The ideal candidate will have a background in data science or a related quantitative field, with experience in delivering data visualization solutions and…"
Senior Reactjs Developer,Cooperative Computing,Karachi,"Successful candidates will have a major in Computer Science or related fields, with 5 years of experience with React-JS-based front-end development, and will…"
Sr. Developer MS Dynamics 365 CRM,Kaleido Ventures Private Limited,Lahore,"Bachelor degree in computer science or related field.Reviews requirement information, systems flow, data usage, and work processes following the software…"
"Front-End Developer (Web, React.Js & Angular - non-remote)",Convo,Islamabad,"Experience with data structure libraries (e.g., Immutable.js).We are looking for team members who strives to develop a first-class codebase using ReactJS."
Principal/Staff/Senior Test Engineer (Automation ) - Evening...,10Pearls,Lahore,"Experience in Automation Testing tools (like Cypress, Selenium, Cucumber, etc.), data structures, and algorithm design.Ability to conduct Database tests."
Director Engineering,10Pearls,Lahore,"10Pearls is proud to have a diverse clientele including large enterprises, SMBs and high growth startups.Our Engineering team is constantly driven to develop…"
Team-Lead React Native Mobile Developer Web3,Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
Lead Big Data Engineer,Avanceon MEA,Lahore,"As a Big Data engineer you will be responsible for data-related implementation tasks that include provisioning of data storage services, ingesting, streaming…"
Sales Manager,MODIFI GmbH,Lahore,"You will be responsible for acquiring new customers in the Pakistan market using multiple sales channels including calling, email and relevant digital channels,…"
Database Specialist,Contour Software,Karachi,"Provide expertise in SQL tuning, backup and recovery support, installation and configuration of Microsoft SQL Server & Oracle, patch installation, table and…"
iOS Developer,Nowasys Ltd,Karachi,We are looking for an iOS developer responsible for the development and maintenance of applications aimed at a range of iOS devices including mobile phones and…
GoLang Developer,CadreSpace,Lahore,"Strong understanding of object-oriented programming, relational database design, and querying concepts Excellent understanding of computer science fundamentals,…"
Senior Software Engineer - Angular - Afternoon/Evening,10Pearls,Lahore,"10Pearls is proud to have a diverse clientele including large enterprises, SMBs and high growth startups.Ensure adherence to standards and best practices (e.g.…"
Senior Software Engineer - .Net+Angular - Afternoon/Evening...,10Pearls,Lahore,"10Pearls is proud to have a diverse clientele including large enterprises, SMBs and high growth startups.Ensure adherence to standards and best practices (e.g.…"
Principal Software Developer - Team Lead,Contour Software,Lahore,"Owner of project environments and data setup, supported by technical specialists.AMT-SYBEX has been providing business critical solutions to customers in the…"
Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…"
Manager People Success,10Pearls,Karachi,Work closely with the HR team to collect and coordinate aggregate data for talent pool and translate those data into insights through data analysis that drives…
IOS / MacOS Developer,Gaditek,Karachi,"To build and implement functional programs, systems and new features with a cross-functional team of other developers, team leads, and operation team members…"
Backend Developer,Renexcode,Karachi,"Implementing effective security protocols, data protection measures, and storage solutions.Bachelors’/Master’s degree in computer science, software or in any…"
Mid-Senior QA Automation Engineer,VIDIZMO LLC,Karachi,"Identification and creation of reusable test data, particularly for automated testing.Develop and execute automated test scripts for requirement validation,…"
iOS Developer,Access Group,Karachi,IOS developer responsible for the development and maintenance of applications aimed at a range of iOS devices including i-Phones and i-Pads.
Trainer / Course Developer of Full Stack Development - Cloud...,Al-Nafi E-Learning Pvt Ltd,Karachi,Applied Experience with data-structures.Vacancy Open For Full Stack Development Trainer / Course Developer ( Cloud Computing Included ).
iOS Engineer,Vodworks,Lahore,Work with outside data sources and APIs.Experience working with remote data via REST and JSON.Vodworks (Pvt) Limited is looking for an iOS Engineer who is…
SQA Analyst(Manual + Automation),Contour Software,Islamabad,Essential - An ability to understand and analyze testing data.We help Dealers manage all areas of their business operations from parts and service to sales and…
DevOps Engineer,Mobiz,Karachi,"The DevOps Engineer will be focused on designing and building complex technology solutions that help customers automate cloud services deployment, provisioning,…"
PHP Developer + Node / Laravel Developer (Product Based),TekRevol,Karachi,"Experience of handling large scale data.The incumbent will be responsible to plan, design, develop, debug, implement and support web-based applications and…"
Azure Cloud Engineer,DMK Consultancy,Karachi,Develop plans and execute application and data migrations from on-premises data centers to Azure.We are looking for candidates with deep expertise in Azure…
iOS/tvOS Engineer,Starzplay Arabia,Lahore,Experience working with remote data via REST and JSON.Success in this position will require contributing in the design and implementation of key parts of our…
Vice President Engineering - Karachi - Morning Shift,10Pearls,Karachi,"10Pearls is proud to have a diverse clientele including large enterprises, SMBs and high growth startups.Provide strategic direction related to applications…"
Senior React Native Developer (Mobile),Enlyst Smart Recruiting,Karachi,Our mission is to collaborate with the innovative minds in data science and analytical companies to reduce the time to.
Solution Architect,ENTERTAINER FZ LLC,Lahore,"BS/MS in computer science / computer engineering.His role is to provide hands-on architecture, guidance and mentoring to our engineering teams and ensure the…"
Senior Flutter Developer,Renexcode,Karachi,"Good understanding of Object-Oriented Programming & data structures.Robust & practical Experienced in Flutter.Expertise in iOS, Android, and Web Development."
CVM & Contextual Marketing (Proactive Pipeline),PMCL-JAZZ,Islamabad,"Contribute to the development and use of data science models for campaigns.Develop an understanding of CMS, BI Tools, and data science capabilities."
Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,Record data and report it to proper parties.The candidates will be responsible for managing the interchange of data between the server and the users.
Full Stack Developer,Contour Software,Karachi,Develop new queries with strong reporting SQL and other data languages.Develop new queries with strong reporting SQL and other data languages.
Mean Stack Developer,FixFirst,Rawalpindi,"Experience working with MySQL or PostgreSQL, also in data manipulation.Computer science or similar studies with completed Bachelor or Master degree."
Android Developers,OMA Pakistan Pvt Ltd,Karachi,Experience working with data via REST and JSON.Computer science graduate (BS/BCS/BE(Software Engineering)/MS(Software Engineering)/MCS).
Mid Level iOS Developer,TeamX Pakistan,Karachi,Bachelor’s degree in computer science or software engineering.Your primary focus will be developing high-end iOS applications for the latest Apple mobile…
Proposal Manager,Zones IT Solutions,Islamabad,Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions._.Document & follow up on review items.
Back End Developer,Curogram,Karachi,"Recording data and reporting it to proper parties, such as clients or leadership.Bachelor’s degree in computer programming, computer science, or a related…"
Sr. Mobile Developer - Android,Expert Tech,Rawalpindi,"Deep foundation in computer science with a strong understanding of data structures, and algorithms.Work with APIs and data sources as per the requirements."
Expert Business Analysis & Support,PMCL-JAZZ,Islamabad,"University degree education in Computer science, business and/or economics – Preferred Master.Utilize available internal/external data sources for effective…"
Senior AR/VR Developer,CitrusBits,Islamabad,"Strong knowledge of OOP, design patterns and data structures.The executives from organizations such as Yahoo, MTV, Microsoft, Monster.com, Push, Disney, Condé…"
Full Stack Developer,Arrivy Inc.,Lahore,"Computer Science fundamentals in object-oriented design, data structures, algorithm design, and analysis.Our team comprises operations and logistics veterans…"
Expert Digital Platforms and New Ventures,PMCL-JAZZ,Islamabad,Develop a deep understanding of the new verticals through analyzing previous data and conducting on-ground-research.
Senior SQL SERVER DBA,Enlyst Smart Recruiting,Karachi,"Writing database documentation, including data standards, procedures and definitions for the data dictionary.Utilizing our extensive data engineering expertise…"
Senior Test Engineer - Automation (Python/Linux/Perl ) - Aft...,10Pearls,Lahore,"As a QA resource in project teams, provide expert opinion and guidance on business & quality parameters.Demonstrate leadership within project teams to take on…"
Senior Software Engineer - PHP,Creative Chaos,Karachi,Integration of multiple data sources and databases into one system.A PHP developer is responsible for writing server-side web application logic.
Senior Software Engineer - MERN + AWS (Afternoon/Evening Shi...,10Pearls,Lahore,"10Pearls is proud to have a diverse clientele including large enterprises, SMBs and high growth startups.Ensure adherence to standards and best practices (e.g.…"
Lead AR/VR Developer,CitrusBits,Islamabad,"Strong knowledge of OOP, design patterns and data structures.The executives from organizations such as Yahoo, MTV, Microsoft, Monster.com, Push, Disney, Condé…"
Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,Bilingual in Urdu and English.2+ Years of Technical Experience in the field of FullStack Web Development is a must.
Associate/Test Architect,10Pearls,Lahore,Lead the development of complex end to end quality strategies and approaches; oversees test automation strategy development and execution for large projects or…
Java Developer,Smart Placement (Pvt) Ltd,Lahore,"Professional experience with Spring data, JPA, and transaction management.Bachelor’s or higher degree in Computer Science, Information Technology, or a similar…"
Sr. React Native Developer - Lahore,ENTERTAINER FZ LLC,Lahore,"Design, analyze, code, test, debug and support new and existing products.Maintain, troubleshoot, optimize and improve existing products and systems."
Principal/Staff/Senior Software Engineer - Python (Afternoon...,10Pearls,Lahore,Master’s/ Bachelor’s Degree in Engineering from a reputed University.3+ years of expertise in developing n-tier applications.
UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.As Creative Chaos' UX Strategy Associate, this role will…"
DevOps Architect,10Pearls,Lahore,Dive deep to resolve problems at their root and troubleshoot services related to infra or data stack in our AWS/Azure/Google cloud infrastructure.
Sr. Architect/ Backend Javascript Developer,Mob Inspire (Pvt) Ltd,Rawalpindi,"BS/MS in computer science/engineering, or relevant engineering discipline/experience preferred.You should have advance proficiency in NODE JS and its…"
AR/VR Developer,CitrusBits,Islamabad,"Strong knowledge of OOP, design patterns and data structures.The executives from organizations such as Yahoo, MTV, Microsoft, Monster.com, Push, Disney, Condé…"
Flutter Developer,Intwish,Karachi,"Work With outside data sources and API.Design and build advanced applications for the Flutter platform.Collaborate with cross-functional teams to define,…"
Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…"
Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment."
Senior SQA Automation Analyst,Contour Software,Lahore,Proficient using MySQL for querying data for validation.Zurple provides thousands of Realtors with a robust marketing automation platform.
Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…"
Big Data Engineer,Harri Pakistan,Islamabad,"Also, you will be asked to maintain a hygiene and reliable Data Structure, Generate Reports and Prepare Data Sets for further analysis and Business Intelligence…"
Staff/ Senior Software Engineer - ROR - Afternoon Shift,10Pearls,Lahore,"Have experience with asynchronous jobs and/or data pipelines (Sidekiq and/or Kafka preferred).We work with clients across industries, including healthcare/life…"
Node.js Developer ️,FixFirst,Islamabad,"Experience working with MySQL or PostgreSQL, also in data manipulation.Computer science or similar studies with completed Bachelor or Master degree."
Senior ReactJS Web Developer (Web),Enlyst Smart Recruiting,Karachi,Our mission is to collaborate with the innovative minds in data science and analytical companies to reduce the time to.Production for AI/ML projects.
Senior Software Engineer- GOLang,Two95 International Inc.,Pakistan," Solid computer science fundamentals (theory, data structures, algorithms, design patterns).As a member of the mobile backend team, you will hack on the…"
"Team-Lead React Native Mobile Developer Web3 (Islamabad, Pak...",Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
iOS Developer,Novus Altair,Karachi,"To complete Online Assessment, visit our 'Careers web page'.*.Novus Altair is the UK-based ISO 9001, 14001 & 45001 certified and SIA (ACS) approved provider of…"
"Senior React Native Mobile Developer Web3 (Islamabad, Pakist...",Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
iOS Developer,Harri Pakistan,Islamabad,Work well with our talented team.Keep up-to-date with the latest mobile techniques and technologies.Communicate with the mobile product owner to to ship new…
Senior React Native Mobile Developer Web3,Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
Sr. iOS Developer,Novus Altair,Karachi,"To complete Online Assessment, visit our 'Careers web page'.*.Novus Altair is the UK-based ISO 9001, 14001 & 45001 certified and SIA (ACS) approved provider of…"
Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.Circadia Health is a medical technology company with an FDA cleared product: The Circadia C100…"
Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.Circadia Health is a medical technology company with an FDA cleared product: The Circadia C100…"
Senior SQA Automation Analyst,Contour Software,Lahore,Proficient using MySQL for querying data for validation.Zurple provides thousands of Realtors with a robust marketing automation platform.
Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…"
Big Data Engineer,Harri Pakistan,Islamabad,"Also, you will be asked to maintain a hygiene and reliable Data Structure, Generate Reports and Prepare Data Sets for further analysis and Business Intelligence…"
Staff/ Senior Software Engineer - ROR - Afternoon Shift,10Pearls,Lahore,Have experience with asynchronous jobs and/or data pipelines (Sidekiq and/or Kafka preferred).Build vanilla Ruby on Rails web applications peppered with…
Node.js Developer ️,FixFirst,Islamabad,"Experience working with MySQL or PostgreSQL, also in data manipulation.Computer science or similar studies with completed Bachelor or Master degree."
Senior ReactJS Web Developer (Web),Enlyst Smart Recruiting,Karachi,Our mission is to collaborate with the innovative minds in data science and analytical companies to reduce the time to.
Senior Software Engineer- GOLang,Two95 International Inc.,Pakistan," Solid computer science fundamentals (theory, data structures, algorithms, design patterns).As a member of the mobile backend team, you will hack on the…"
"Team-Lead React Native Mobile Developer Web3 (Islamabad, Pak...",Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…
"Senior React Native Mobile Developer Web3 (Islamabad, Pakist...",Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
iOS Developer,Harri Pakistan,Islamabad,Keep up-to-date with the latest mobile techniques and technologies.Communicate with the mobile product owner to to ship new features/Enhancements and technical…
Senior React Native Mobile Developer Web3,Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…
Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.Circadia develops proprietary hardware, software, and algorithms for early detection of…"
Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.Circadia develops proprietary hardware, software, and algorithms for early detection of…"
Senior SQA Automation Analyst,Contour Software,Lahore,Proficient using MySQL for querying data for validation.Zurple provides thousands of Realtors with a robust marketing automation platform.
Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…"
Big Data Engineer,Harri Pakistan,Islamabad,"Also, you will be asked to maintain a hygiene and reliable Data Structure, Generate Reports and Prepare Data Sets for further analysis and Business Intelligence…"
Staff/ Senior Software Engineer - ROR - Afternoon Shift,10Pearls,Lahore,Have experience with asynchronous jobs and/or data pipelines (Sidekiq and/or Kafka preferred).Build vanilla Ruby on Rails web applications peppered with…
Node.js Developer ️,FixFirst,Islamabad,"Experience working with MySQL or PostgreSQL, also in data manipulation.Computer science or similar studies with completed Bachelor or Master degree."
Senior ReactJS Web Developer (Web),Enlyst Smart Recruiting,Karachi,Our mission is to collaborate with the innovative minds in data science and analytical companies to reduce the time to.
Senior Software Engineer- GOLang,Two95 International Inc.,Pakistan," Solid computer science fundamentals (theory, data structures, algorithms, design patterns).As a member of the mobile backend team, you will hack on the…"
"Team-Lead React Native Mobile Developer Web3 (Islamabad, Pak...",Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…
"Senior React Native Mobile Developer Web3 (Islamabad, Pakist...",Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
iOS Developer,Harri Pakistan,Islamabad,Keep up-to-date with the latest mobile techniques and technologies.Communicate with the mobile product owner to to ship new features/Enhancements and technical…
Senior React Native Mobile Developer Web3,Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…
Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.Circadia develops proprietary hardware, software, and algorithms for early detection of…"
Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.Circadia develops proprietary hardware, software, and algorithms for early detection of…"
Senior SQA Automation Analyst,Contour Software,Lahore,Proficient using MySQL for querying data for validation.Zurple provides thousands of Realtors with a robust marketing automation platform.
Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…"
Big Data Engineer,Harri Pakistan,Islamabad,"Also, you will be asked to maintain a hygiene and reliable Data Structure, Generate Reports and Prepare Data Sets for further analysis and Business Intelligence…"
Staff/ Senior Software Engineer - ROR - Afternoon Shift,10Pearls,Lahore,Have experience with asynchronous jobs and/or data pipelines (Sidekiq and/or Kafka preferred).Build vanilla Ruby on Rails web applications peppered with…
Node.js Developer ️,FixFirst,Islamabad,"Experience working with MySQL or PostgreSQL, also in data manipulation.Computer science or similar studies with completed Bachelor or Master degree."
Senior ReactJS Web Developer (Web),Enlyst Smart Recruiting,Karachi,Our mission is to collaborate with the innovative minds in data science and analytical companies to reduce the time to.
Senior Software Engineer- GOLang,Two95 International Inc.,Pakistan," Solid computer science fundamentals (theory, data structures, algorithms, design patterns).As a member of the mobile backend team, you will hack on the…"
"Team-Lead React Native Mobile Developer Web3 (Islamabad, Pak...",Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…
"Senior React Native Mobile Developer Web3 (Islamabad, Pakist...",Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
iOS Developer,Harri Pakistan,Islamabad,Keep up-to-date with the latest mobile techniques and technologies.Communicate with the mobile product owner to to ship new features/Enhancements and technical…
Senior React Native Mobile Developer Web3,Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…
Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.Circadia develops proprietary hardware, software, and algorithms for early detection of…"
Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.Circadia develops proprietary hardware, software, and algorithms for early detection of…"
Senior SQA Automation Analyst,Contour Software,Lahore,Proficient using MySQL for querying data for validation.Zurple provides thousands of Realtors with a robust marketing automation platform.
Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…"
Big Data Engineer,Harri Pakistan,Islamabad,"Also, you will be asked to maintain a hygiene and reliable Data Structure, Generate Reports and Prepare Data Sets for further analysis and Business Intelligence…"
Staff/ Senior Software Engineer - ROR - Afternoon Shift,10Pearls,Lahore,Have experience with asynchronous jobs and/or data pipelines (Sidekiq and/or Kafka preferred).Build vanilla Ruby on Rails web applications peppered with…
Senior ReactJS Web Developer (Web),Enlyst Smart Recruiting,Karachi,Our mission is to collaborate with the innovative minds in data science and analytical companies to reduce the time to.
Node.js Developer ️,FixFirst,Islamabad,"Experience working with MySQL or PostgreSQL, also in data manipulation.Computer science or similar studies with completed Bachelor or Master degree."
Senior Software Engineer- GOLang,Two95 International Inc.,Pakistan," Solid computer science fundamentals (theory, data structures, algorithms, design patterns).As a member of the mobile backend team, you will hack on the…"
iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…
"Team-Lead React Native Mobile Developer Web3 (Islamabad, Pak...",Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
"Senior React Native Mobile Developer Web3 (Islamabad, Pakist...",Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
iOS Developer,Harri Pakistan,Islamabad,Keep up-to-date with the latest mobile techniques and technologies.Communicate with the mobile product owner to to ship new features/Enhancements and technical…
Senior React Native Mobile Developer Web3,Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.Circadia develops proprietary hardware, software, and algorithms for early detection of…"
Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…
Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.Circadia develops proprietary hardware, software, and algorithms for early detection of…"
Senior SQA Automation Analyst,Contour Software,Lahore,Proficient using MySQL for querying data for validation.Zurple provides thousands of Realtors with a robust marketing automation platform.
Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…"
